model,room_id,property_group,image_file,image_path,human_label,model_prediction,outcome,primary_subtype,evidence_tags,p_not_clean,human_reason
v1_frozen_136,C21 D single attach,C21,C21 D single attach.jpg,C21 D single attach/C21 D single attach.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.000316,Wardrobe and wall; visible floor clear with nothing discarded.
v1_frozen_136,C21 D single attach,C21,IMG_20260918_112920.jpg,C21 D single attach/IMG_20260918_112920.jpg,CLEAN,NOT_CLEAN,false_positive,clean,,0.824605,Tiles clean and shiny with mat and drying stand; storage rack against the wall.
v1_frozen_136,C21 D single attach,C21,IMG_20260918_112926.jpg,C21 D single attach/IMG_20260918_112926.jpg,CLEAN,NOT_CLEAN,false_positive,clean,books_bottles_personal|packing_material,0.391972,Desk with bottles and toiletries and cartons stacked on the rack; floor clean.
v1_frozen_136,C21 D single attach,C21,IMG_20260918_112934.jpg,C21 D single attach/IMG_20260918_112934.jpg,CLEAN,CLEAN,correct,clean,bedding|books_bottles_personal|garbage_debris,0.006934,Bed with blanket and a rack with bottles beside it; no waste.
v1_frozen_136,C21 D single attach,C21,IMG_20260918_112938.jpg,C21 D single attach/IMG_20260918_112938.jpg,CLEAN,NOT_CLEAN,false_positive,clean,books_bottles_personal|garbage_debris|packing_material,0.342492,Desk with organised bottles and plate and cartons on the rack; floor clean with no litter.
v1_frozen_136,C21 D single attach,C21,IMG_20260918_112950.jpg,C21 D single attach/IMG_20260918_112950.jpg,CLEAN,CLEAN,correct,clean,packing_material,0.014189,Storage rack with hangers and boxes kept in order; floor clean.
v1_frozen_136,C21 D single attach,C21,IMG_20260918_112954.jpg,C21 D single attach/IMG_20260918_112954.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.009216,"Wardrobe and rack with a floor mat by the door and a cloth on the floor; tiles clean, no waste."
v1_frozen_136,C21 D single attach,C21,IMG_20260918_113000.jpg,C21 D single attach/IMG_20260918_113000.jpg,CLEAN,NOT_CLEAN,false_positive,clean,books_bottles_personal|dirty_floor_surface|garbage_debris,0.191116,Bed corner with bottles on the cabinet; no residue or waste visible.
v1_frozen_136,C31 B double attach,C31,C31 b double attach.jpg,C31 B double attach/C31 b double attach.jpg,NOT_CLEAN,NOT_CLEAN,correct,kitchen_dirt,books_bottles_personal|cables_electronics|garbage_debris|kitchen_dirt|packing_material|scattered_bags,0.482274,"Tiles are clean with no dirt or garbage, but cooking vessels, cables, a racket, bags and a bottle are piled directly on the floor in the corner with packaging and an empty wrapper on the table - the room looks untidy."
v1_frozen_136,C31 B double attach,C31,IMG_20260918_114321.jpg,C31 B double attach/IMG_20260918_114321.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,kitchen_dirt|packing_material|scattered_bags|shoes,0.014686,"Opened carton with papers on the floor by the fridge, backpack dropped beside it, slippers loose and suitcase in the walkway; tiles themselves clean."
v1_frozen_136,C31 B double attach,C31,IMG_20260918_114326.jpg,C31 B double attach/IMG_20260918_114326.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,bedding|packing_material|scattered_bags|shoes,0.265754,"Bedding tangled across the bed, packaging carton on the table, bag pushed under it and slippers on the floor."
v1_frozen_136,C31 B double attach,C31,IMG_20260918_114331.jpg,C31 B double attach/IMG_20260918_114331.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,bedding|scattered_bags,0.304879,"Bed unmade with bedding loose, opened package on the table and bags underneath; tiles clean but the room is visibly unarranged."
v1_frozen_136,C31 B double attach,C31,IMG_20260918_114344.jpg,C31 B double attach/IMG_20260918_114344.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,bedding|cables_electronics|scattered_bags|scattered_clothes,0.770813,"Bedding, clothes, a power strip and a plastic bag tangled together across the whole bed."
v1_frozen_136,C31 B double attach,C31,IMG_20260918_114348.jpg,C31 B double attach/IMG_20260918_114348.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,books_bottles_personal|cables_electronics|kitchen_dirt|packing_material,0.803752,"Torn shoe box and bottles on the wardrobes, vessels and cables piled on the floor and opened packaging on the ledge."
v1_frozen_136,C31 B double attach,C31,IMG_20260918_114351.jpg,C31 B double attach/IMG_20260918_114351.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,cables_electronics|kitchen_dirt|scattered_bags|shoes,0.098665,"Floor tiles visibly clean, but the corner holds vessels, cables and a bag on the floor with a slipper mid-room and a cloth thrown over the bed."
v1_frozen_136,C31 B double attach,C31,IMG_20260918_114356.jpg,C31 B double attach/IMG_20260918_114356.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris|scattered_bags,0.057522,"Clean tiles with a suitcase stood against the wall, coat on the door and folded bedding - belongings reasonably placed, no waste."
v1_frozen_136,C31 C double Common,C31,IMG_20260918_113835.jpg,C31 C double Common/IMG_20260918_113835.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_bags|scattered_clothes|shoes,0.001156,"Tiles clean with no housekeeping dirt or waste; suitcase stood upright, clothes on the bed and shoes together - reasonably arranged."
v1_frozen_136,C31 C double Common,C31,IMG_20260918_113838.jpg,C31 C double Common/IMG_20260918_113838.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_bags|scattered_clothes|shoes,0.01807,Floor tiles clean and no garbage; clothes on the bed with backpack and slippers beside it are normal belongings reasonably placed.
v1_frozen_136,C31 C double Common,C31,IMG_20260918_113846.jpg,C31 C double Common/IMG_20260918_113846.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris|scattered_clothes,0.042901,One pile of clothes on the mattress; floor clean and empty with nothing discarded.
v1_frozen_136,C31 C double Common,C31,IMG_20260918_113854.jpg,C31 C double Common/IMG_20260918_113854.jpg,CLEAN,CLEAN,correct,clean,bedding|scattered_clothes,0.001285,A few garments on the mattress and a closed cabinet; floor clean.
v1_frozen_136,C31 C double Common,C31,IMG_20260918_113857.jpg,C31 C double Common/IMG_20260918_113857.jpg,CLEAN,CLEAN,correct,clean,bedding,0.010105,Bare mattress and open doorway; tiles clean and clear.
v1_frozen_136,C31 C double Common,C31,IMG_20260918_113901.jpg,C31 C double Common/IMG_20260918_113901.jpg,CLEAN,CLEAN,correct,clean,bedding|books_bottles_personal|dirty_floor_surface|garbage_debris|scattered_bags|scattered_clothes,0.009033,"Blanket and clothes on the bed, snack packet and papers on the cabinet, backpack beside it; no waste on the floor and no residue."
v1_frozen_136,C31 C double Common,C31,IMG_20260918_113909.jpg,C31 C double Common/IMG_20260918_113909.jpg,CLEAN,CLEAN,correct,clean,cables_electronics|scattered_bags|scattered_clothes|shoes,0.001504,"Desk with laptop, suitcase and shoes by the wardrobe and clothes on hooks; tiles clean."
v1_frozen_136,C31 C double Common,C31,IMG_20260918_113912.jpg,C31 C double Common/IMG_20260918_113912.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|cables_electronics|garbage_debris|scattered_bags|scattered_clothes,0.004479,"Study corner with laptop and bottle, clothes hanging and luggage below; nothing discarded."
v1_frozen_136,C31 D single attach,C31,IMG_20260918_114047.jpg,C31 D single attach/IMG_20260918_114047.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|kitchen_dirt,3.4e-05,Tiles clean and reflective with wardrobe and fridge against the wall; nothing discarded.
v1_frozen_136,C31 D single attach,C31,IMG_20260918_114050.jpg,C31 D single attach/IMG_20260918_114050.jpg,CLEAN,CLEAN,correct,clean,dirty_floor_surface|garbage_debris,0.000685,Clean shiny floor with doormat; no litter or residue.
v1_frozen_136,C31 D single attach,C31,IMG_20260918_114054.jpg,C31 D single attach/IMG_20260918_114054.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|garbage_debris,0.011062,"Table with iron, bottles and a snack packet and a towel over the chair; floor clean with no waste."
v1_frozen_136,C31 D single attach,C31,IMG_20260918_114058.jpg,C31 D single attach/IMG_20260918_114058.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.000222,Bed with pillows and bedcover and a coat on the hook; nothing dirty or discarded.
v1_frozen_136,C31 D single attach,C31,IMG_20260918_114111.jpg,C31 D single attach/IMG_20260918_114111.jpg,CLEAN,CLEAN,correct,clean,,0.000994,Wardrobe and cabinet; tiles clean and clear.
v1_frozen_136,C31 D single attach,C31,IMG_20260918_114115.jpg,C31 D single attach/IMG_20260918_114115.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.001102,Door area with doormat; floor clean with no litter.
v1_frozen_136,C31 D single attach,C31,IMG_20260918_114120.jpg,C31 D single attach/IMG_20260918_114120.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|garbage_debris|scattered_clothes,0.027331,"Bed with clothes, towel, bottle, comb and remote - normal belongings; floor clean with no waste."
v1_frozen_136,C31 D single attach,C31,IMG_20260918_114127.jpg,C31 D single attach/IMG_20260918_114127.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.002776,Door and wardrobe with doormat on clean tiles; no waste or dirt visible.
v2_frozen_163,A11 B Double Attached,A11,IMG-20260923-WA0016.jpg,A11 B Double Attached/IMG-20260923-WA0016.jpg,CLEAN,NOT_CLEAN,false_positive,clean,,0.31091,"Floor and surfaces are clean, bed made under the mosquito net, desk and dustbin in place; belongings are reasonably arranged and the room looks neat."
v2_frozen_163,A11 B Double Attached,A11,IMG-20260923-WA0020.jpg,A11 B Double Attached/IMG-20260923-WA0020.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.003656,"Wall, doorway and wardrobe are clean with nothing discarded; the room is reasonably organized."
v2_frozen_163,A11 B Double Attached,A11,IMG-20260923-WA0022.jpg,A11 B Double Attached/IMG-20260923-WA0022.jpg,CLEAN,CLEAN,correct,clean,,0.108193,"Tiles are clean, both beds are made, the desk is tidy and the dustbin and mat are in place; the room looks neat."
v2_frozen_163,A11 B Double Attached,A11,IMG-20260923-WA0023.jpg,A11 B Double Attached/IMG-20260923-WA0023.jpg,CLEAN,CLEAN,correct,clean,,0.001167,"Jackets are hung on wall hooks rather than left lying around, and the floor and doorway are clean."
v2_frozen_163,A11 B Double Attached,A11,IMG-20260923-WA0024.jpg,A11 B Double Attached/IMG-20260923-WA0024.jpg,CLEAN,CLEAN,correct,clean,dirty_floor_surface|shoes,0.001577,"Shoes are kept on a shelf, the bin is in use and the floor is clean; the wall-base stain is a maintenance issue, not housekeeping dirt."
v2_frozen_163,A11 B Double Attached,A11,IMG-20260923-WA0025.jpg,A11 B Double Attached/IMG-20260923-WA0025.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_bags,0.011891,Close floor view shows clean tiles with a mat and a suitcase stored under the bed; no waste or debris.
v2_frozen_163,A11 C Double common,A11,IMG-20260923-WA0053.jpg,A11 C Double common/IMG-20260923-WA0053.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,cables_electronics|packing_material|shoes,0.025261,"Towels and cloth are dumped on the floor, cables trail across the tiles and boxes and slippers are left around the desk, so the room looks visibly untidy although the tiles are clean."
v2_frozen_163,A11 C Double common,A11,IMG-20260923-WA0054.jpg,A11 C Double common/IMG-20260923-WA0054.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,packing_material|scattered_bags|shoes,0.816965,"Cartons, shoes and bags are left on the floor between the beds and the desk is crowded with loose items, making the room visibly untidy despite the clean floor."
v2_frozen_163,A11 C Double common,A11,IMG-20260923-WA0055.jpg,A11 C Double common/IMG-20260923-WA0055.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.007483,"AC, curtain and doorway are clean with no waste or dirt, and no belongings are left scattered in view."
v2_frozen_163,A11 C Double common,A11,IMG-20260923-WA0056.jpg,A11 C Double common/IMG-20260923-WA0056.jpg,NOT_CLEAN,NOT_CLEAN,correct,dirty_floor_or_surface,dirty_floor_surface|scattered_bags|scattered_clothes,0.990529,"A laundry basket is overflowing with clothes spilling onto the floor, backpacks are dropped beside it and a plastic sheet lies on the tiles."
v2_frozen_163,A11 C Double common,A11,IMG-20260923-WA0057.jpg,A11 C Double common/IMG-20260923-WA0057.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,scattered_bags,0.042368,"A backpack and bags are left on the floor beside the wardrobe and clothing is draped over the wardrobe edge, so the belongings are not properly arranged even though the floor is clean."
v2_frozen_163,A11 C Double common,A11,IMG-20260923-WA0058.jpg,A11 C Double common/IMG-20260923-WA0058.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.002388,Balcony doorway and curtains with a clean floor; no waste and no belongings left scattered.
v2_frozen_163,A11 C Double common,A11,IMG-20260923-WA0059.jpg,A11 C Double common/IMG-20260923-WA0059.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,cables_electronics|packing_material,0.393275,"Towels are dumped on the floor, cables trail across the tiles and a bucket and boxes are pushed under a crowded desk, making the room visibly untidy."
v2_frozen_163,A12 B Double attached,A12,IMG-20260923-WA0073.jpg,A12 B Double attached/IMG-20260923-WA0073.jpg,CLEAN,CLEAN,correct,clean,scattered_bags|scattered_clothes,0.009773,"Bed is made with a few folded clothes, the chair is in place and bags are stored under the bed; tiles are clean and the room is reasonably organized."
v2_frozen_163,A12 B Double attached,A12,IMG-20260923-WA0075.jpg,A12 B Double attached/IMG-20260923-WA0075.jpg,CLEAN,CLEAN,correct,clean,,0.001658,"Only one jacket is draped over the bed frame, the rest of the view is clean and clear with nothing scattered."
v2_frozen_163,A12 B Double attached,A12,IMG-20260923-WA0078.jpg,A12 B Double attached/IMG-20260923-WA0078.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,scattered_bags|scattered_clothes,0.035052,"Clothes lie loose across the bed and several bags and a backpack are dropped on the floor beside it, so the belongings are unorganized and the room looks untidy."
v2_frozen_163,A12 B Double attached,A12,IMG-20260923-WA0079.jpg,A12 B Double attached/IMG-20260923-WA0079.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,scattered_bags|scattered_clothes,0.256785,Wide view shows clothes scattered over the bed with bags and luggage left around the floor; the belongings are not properly arranged.
v2_frozen_163,A12 B Double attached,A12,IMG-20260923-WA0080.jpg,A12 B Double attached/IMG-20260923-WA0080.jpg,CLEAN,CLEAN,correct,clean,cables_electronics,0.002292,Doorway and desk with a stationery organiser and charger cables kept on the table; floor clean and belongings reasonably contained.
v2_frozen_163,A12 B Double attached,A12,IMG-20260923-WA0081.jpg,A12 B Double attached/IMG-20260923-WA0081.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,scattered_bags|scattered_clothes,0.289675,"Clothes are strewn across the bed and a backpack, tote bags and a suitcase are dropped on the floor around it, making the room visibly untidy."
v2_frozen_163,A12 B Double attached,A12,IMG-20260923-WA0082.jpg,A12 B Double attached/IMG-20260923-WA0082.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.002111,"AC, curtain and wall are clean with no waste, dirt or scattered belongings in view."
v2_frozen_163,A12 B Double attached,A12,IMG-20260923-WA0083.jpg,A12 B Double attached/IMG-20260923-WA0083.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,bedding|scattered_clothes,0.001991,A crumpled quilt and several loose garments are strewn across the bed with a jacket thrown over the bed frame; the bedding and clothes are unorganized.
v2_frozen_163,A12 C Double common,A12,IMG-20260923-WA0092.jpg,A12 C Double common/IMG-20260923-WA0092.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.007918,"Both beds are covered with bedding pulled back normally, the wardrobe and desk are in place and the floor is clean with no waste."
v2_frozen_163,A12 C Double common,A12,IMG-20260923-WA0093.jpg,A12 C Double common/IMG-20260923-WA0093.jpg,CLEAN,CLEAN,correct,clean,scattered_bags,0.004202,"Doorway, a bag hung on the chair and a tidy desk; floor is clean and the room looks neat."
v2_frozen_163,A12 C Double common,A12,IMG-20260923-WA0098.jpg,A12 C Double common/IMG-20260923-WA0098.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.018618,"Bed headboard, pillows and a floor mat with clean tiles; nothing dirty or discarded."
v2_frozen_163,A12 C Double common,A12,IMG-20260923-WA0099.jpg,A12 C Double common/IMG-20260923-WA0099.jpg,CLEAN,NOT_CLEAN,false_positive,clean,books_bottles_personal|packing_material,0.266138,Bottles and jars are grouped on the table with a storage basket and carton kept underneath - contained rather than scattered; floor clean.
v2_frozen_163,A12 C Double common,A12,IMG-20260923-WA0100.jpg,A12 C Double common/IMG-20260923-WA0100.jpg,CLEAN,NOT_CLEAN,false_positive,clean,books_bottles_personal|dirty_floor_surface|garbage_debris|scattered_bags,0.467568,Desk holds personal items in order with a bag on the chair; the floor is clean and no waste or residue is visible.
v2_frozen_163,A12 C Double common,A12,IMG-20260923-WA0101.jpg,A12 C Double common/IMG-20260923-WA0101.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal,0.150578,A snack packet and bottle sit on the side table beside a made bed; belongings are reasonably arranged and the wall and floor are clean.
v2_frozen_163,A33 A single attach,A33,A33 A Single attach. .jpg,A33 A single attach/A33 A Single attach. .jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.000272,Tiles are clean with only a doormat; no visible housekeeping dirt or waste.
v2_frozen_163,A33 A single attach,A33,IMG_20260918_104751.jpg,A33 A single attach/IMG_20260918_104751.jpg,CLEAN,NOT_CLEAN,false_positive,clean,garbage_debris|scattered_bags,0.063244,Open floor clean with no debris; suitcase stood against the wall and a few desk items reasonably arranged.
v2_frozen_163,A33 A single attach,A33,IMG_20260918_104756.jpg,A33 A single attach/IMG_20260918_104756.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|garbage_debris,0.042499,"Floor clean and free of waste; bed covered, desks hold bottles and small items in order."
v2_frozen_163,A33 A single attach,A33,IMG_20260918_104801.jpg,A33 A single attach/IMG_20260918_104801.jpg,CLEAN,NOT_CLEAN,false_positive,clean,dirty_floor_surface|garbage_debris|scattered_clothes,0.573929,"No dirt, residue or waste visible; helmet and a few clothes rest on the made bed."
v2_frozen_163,A33 A single attach,A33,IMG_20260918_104805.jpg,A33 A single attach/IMG_20260918_104805.jpg,CLEAN,NOT_CLEAN,false_positive,clean,garbage_debris|scattered_clothes,0.183281,Floor clean with no waste; clothes and helmet on the bed are normal belongings.
v2_frozen_163,A33 A single attach,A33,IMG_20260918_104828.jpg,A33 A single attach/IMG_20260918_104828.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|dirty_floor_surface|garbage_debris,0.003398,Wardrobe area clean with one bottle standing on the floor; no debris or residue.
v2_frozen_163,A33 C double common,A33,A33 C double Common.jpg,A33 C double common/A33 C double Common.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris|packing_material,0.001176,"Bed with blanket, small carton on the side table and towels at the window; nothing dirty or discarded visible."
v2_frozen_163,A33 C double common,A33,IMG_20260918_105110.jpg,A33 C double common/IMG_20260918_105110.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.025071,"Floor clean with no waste; desk and chair clear, blanket left bunched on the bed only."
v2_frozen_163,A33 C double common,A33,IMG_20260918_105117.jpg,A33 C double common/IMG_20260918_105117.jpg,CLEAN,NOT_CLEAN,false_positive,clean,bedding,0.148931,"Tiles clean, no housekeeping dirt; bedding loose on the bed."
v2_frozen_163,A33 C double common,A33,IMG_20260918_105124.jpg,A33 C double common/IMG_20260918_105124.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|garbage_debris|scattered_bags,0.002855,"Suitcase stored on the wardrobe and a bottle above; floor clean, no waste."
v2_frozen_163,A33 C double common,A33,IMG_20260918_105135.jpg,A33 C double common/IMG_20260918_105135.jpg,CLEAN,CLEAN,correct,clean,cables_electronics|garbage_debris,0.017958,Desks and chairs in place with a cable along the floor; no waste or dirt visible.
v2_frozen_163,A33 C double common,A33,IMG_20260918_105143.jpg,A33 C double common/IMG_20260918_105143.jpg,CLEAN,NOT_CLEAN,false_positive,clean,scattered_clothes,0.562304,A few clothes on the bed and a weighing scale on the floor; floor clean.
v2_frozen_163,A33 C double common,A33,IMG_20260918_105157.jpg,A33 C double common/IMG_20260918_105157.jpg,NOT_CLEAN,CLEAN,false_negative,garbage_debris,garbage_debris|packing_material|scattered_bags,0.02354,"A large crumpled brown packing cover lies discarded on the floor beside the suitcase - visible waste material, so the area is not clean. Tiles themselves are clean."
v2_frozen_163,A33 C double common,A33,IMG_20260918_105203.jpg,A33 C double common/IMG_20260918_105203.jpg,NOT_CLEAN,NOT_CLEAN,correct,garbage_debris,garbage_debris|packing_material,0.285473,Closer view of the same discarded packing cover spread loose across the floor.
v2_frozen_163,A33 C double common,A33,IMG_20260918_105215.jpg,A33 C double common/IMG_20260918_105215.jpg,CLEAN,CLEAN,correct,clean,dirty_floor_surface|garbage_debris|scattered_clothes,0.006612,"Cabinet with utensils, clothes on a hook, scale on the floor; no waste or residue."
v2_frozen_163,A33 C double common,A33,IMG_20260918_105219.jpg,A33 C double common/IMG_20260918_105219.jpg,CLEAN,NOT_CLEAN,false_positive,clean,scattered_clothes,0.109127,Floor clean and clear; clothes hanging behind the door.
v2_frozen_163,A33 C double common,A33,IMG_20260918_105224.jpg,A33 C double common/IMG_20260918_105224.jpg,CLEAN,NOT_CLEAN,false_positive,clean,garbage_debris|packing_material|scattered_bags,0.134031,Carton and luggage stored beside the bed; no garbage or dirt visible.
v2_frozen_163,A33 C double common,A33,IMG_20260918_105241.jpg,A33 C double common/IMG_20260918_105241.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.000278,"Window wall and doorway; floor clean, nothing discarded."
v2_frozen_163,A33 C double common,A33,IMG_20260918_105245.jpg,A33 C double common/IMG_20260918_105245.jpg,CLEAN,CLEAN,correct,clean,scattered_bags,0.047171,"Wide view: bed made, suitcase on the wardrobe, floor clean."
v2_frozen_163,A34 A single attach,A34,A34 A Single attach.jpg,A34 A single attach/A34 A Single attach.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.002394,Bed corner with folded bedding; no waste and the visible floor is clean.
v2_frozen_163,A34 A single attach,A34,IMG_20260918_104319.jpg,A34 A single attach/IMG_20260918_104319.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_bags,0.054212,"Desk, paper bags and stool kept together in the corner; floor clean, no waste."
v2_frozen_163,A34 A single attach,A34,IMG_20260918_104324.jpg,A34 A single attach/IMG_20260918_104324.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.015385,Large open floor area clean and clear of debris.
v2_frozen_163,A34 A single attach,A34,IMG_20260918_104330.jpg,A34 A single attach/IMG_20260918_104330.jpg,CLEAN,CLEAN,correct,clean,,0.001023,Desk with computer and towel folded on the chair; floor clean.
v2_frozen_163,A34 A single attach,A34,IMG_20260918_104334.jpg,A34 A single attach/IMG_20260918_104334.jpg,CLEAN,CLEAN,correct,clean,dirty_floor_surface|garbage_debris|scattered_clothes,0.000609,Bed made with a few clothes on it; no waste or residue.
v2_frozen_163,A34 A single attach,A34,IMG_20260918_104337.jpg,A34 A single attach/IMG_20260918_104337.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.003696,"Bed covered, floor clean, nothing discarded."
v2_frozen_163,A34 A single attach,A34,IMG_20260918_104358.jpg,A34 A single attach/IMG_20260918_104358.jpg,CLEAN,NOT_CLEAN,false_positive,clean,garbage_debris|packing_material,0.321436,Desk in use with a box stored underneath; no debris on the floor.
v2_frozen_163,A34 A single attach,A34,IMG_20260918_104414.jpg,A34 A single attach/IMG_20260918_104414.jpg,CLEAN,CLEAN,correct,clean,scattered_bags,0.001371,Doorway with doormat and luggage against the wall; floor clean.
v2_frozen_163,A34 A single attach,A34,IMG_20260918_104444.jpg,A34 A single attach/IMG_20260918_104444.jpg,CLEAN,CLEAN,correct,clean,,0.019384,"Utility corner with ironing board, rack and bucket arranged along the wall; floor clean."
v2_frozen_163,A34 A single attach,A34,IMG_20260918_104514.jpg,A34 A single attach/IMG_20260918_104514.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.010691,Storage corner kept in order; no waste or dirt visible.
v2_frozen_163,A34 B double attach,A34,A34 B double attach.jpg,A34 B double attach/A34 B double attach.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,books_bottles_personal|packing_material|scattered_clothes,0.105266,"Tiles are clean with no housekeeping dirt, but clothes are dumped over a chair and over storage boxes with cartons and a jar crowding the corner - the room looks untidy."
v2_frozen_163,A34 B double attach,A34,IMG_20260918_103815.jpg,A34 B double attach/IMG_20260918_103815.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,bedding|scattered_bags|scattered_clothes|shoes,0.010018,"Tiles clean, but five-plus pairs of shoes and a slipper lie spread across the floor, a yellow bag is dropped on the tiles and clothes are strewn over a bare mattress."
v2_frozen_163,A34 B double attach,A34,IMG_20260918_103820.jpg,A34 B double attach/IMG_20260918_103820.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,bedding|books_bottles_personal|scattered_bags|scattered_clothes|shoes,0.059671,"Clothes heaped over both mattresses, shoes and a bag on the floor, a packet left on the mattress; floor itself clean."
v2_frozen_163,A34 B double attach,A34,IMG_20260918_103827.jpg,A34 B double attach/IMG_20260918_103827.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,bedding|scattered_clothes|shoes,0.133266,"Clothes and a steel vessel dumped on the chair, slippers loose on the floor, mattress standing across the bathroom doorway."
v2_frozen_163,A34 B double attach,A34,IMG_20260918_103844.jpg,A34 B double attach/IMG_20260918_103844.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,books_bottles_personal,0.002564,"A cloth is thrown over the chair and trails onto the floor, with further scattered items and bottles visible in the room beyond."
v2_frozen_163,A34 B double attach,A34,IMG_20260918_103854.jpg,A34 B double attach/IMG_20260918_103854.jpg,NOT_CLEAN,NOT_CLEAN,correct,dirty_floor_or_surface,bedding|dirty_floor_surface|scattered_bags|scattered_clothes|shoes,0.78763,"Two open suitcases on the floor with contents spilling out, shoes scattered around them, clothes heaped on the mattress."
v2_frozen_163,A34 B double attach,A34,IMG_20260918_103858.jpg,A34 B double attach/IMG_20260918_103858.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,bedding|scattered_bags|scattered_clothes|shoes,0.892592,"Open suitcase tipped onto the floor, yellow bag and slipper on the tiles, clothes across both mattresses."
v2_frozen_163,A34 B double attach,A34,IMG_20260918_104015.jpg,A34 B double attach/IMG_20260918_104015.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,books_bottles_personal|packing_material|scattered_clothes,0.088893,Clothes draped over two chairs with a carton and jar on the floor corner; tiles clean but the corner is unarranged.
v2_frozen_163,A34 B double attach,A34,IMG_20260918_104031.jpg,A34 B double attach/IMG_20260918_104031.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,scattered_bags|scattered_clothes|shoes,0.496112,"Clothes over chairs, open suitcase on the floor, shoes below the bed; the room looks visibly untidy."
v2_frozen_163,B41 B double attach,B41,B41  B Double attach.jpg,B41 B double attach/B41  B Double attach.jpg,CLEAN,NOT_CLEAN,false_positive,clean,books_bottles_personal|cables_electronics|garbage_debris,0.652148,"Desk with laptop and bottles, towel on the chair; floor clean and clear of waste."
v2_frozen_163,B41 B double attach,B41,B41 B double attach. .jpg,B41 B double attach/B41 B double attach. .jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_bags|shoes,0.010186,"Backpack kept on the floor and footwear on a rack; tiles clean, no debris."
