room_id,sub_area,image_index,image_file,image_path,final_label,floor_tile_condition,overall_neatness,evidence_reason,maintenance_note,room_final_label,room_confidence,room_evidence_reason
C21 A single common,Room,2,IMG_20260918_113220.jpg,D:\data science\CNN\C21 A single common\IMG_20260918_113220.jpg,NOT_CLEAN,NOT_FULLY_VISIBLE,NOT_NEAT,"A crushed empty bottle, a used tissue roll and a wrapper are left lying on the desk - visible waste that has not been cleared.",,NOT_CLEAN,LOW-MEDIUM,"A dried spill/residue patch with a small lid lies on the floor in the desk corner, and an empty crushed bottle, used tissue roll and wrapper are left on the desk. Small in scale - least certain room."
C21 A single common,Room,3,IMG_20260918_113224.jpg,D:\data science\CNN\C21 A single common\IMG_20260918_113224.jpg,CLEAN,CLEAN,NEAT,Cabinet with toiletries and bed corner; visible floor clear of waste and debris.,Marks on wall - maintenance,NOT_CLEAN,LOW-MEDIUM,"A dried spill/residue patch with a small lid lies on the floor in the desk corner, and an empty crushed bottle, used tissue roll and wrapper are left on the desk. Small in scale - least certain room."
C21 A single common,Room,4,IMG_20260918_113231.jpg,D:\data science\CNN\C21 A single common\IMG_20260918_113231.jpg,CLEAN,NOT_FULLY_VISIBLE,NEAT,Bed with pillow and bedcover; nothing dirty or discarded visible.,,NOT_CLEAN,LOW-MEDIUM,"A dried spill/residue patch with a small lid lies on the floor in the desk corner, and an empty crushed bottle, used tissue roll and wrapper are left on the desk. Small in scale - least certain room."
C21 A single common,Room,5,IMG_20260918_113239.jpg,D:\data science\CNN\C21 A single common\IMG_20260918_113239.jpg,CLEAN,CLEAN,NEAT,Bed with blanket and chair with towel; visible floor clear of waste.,,NOT_CLEAN,LOW-MEDIUM,"A dried spill/residue patch with a small lid lies on the floor in the desk corner, and an empty crushed bottle, used tissue roll and wrapper are left on the desk. Small in scale - least certain room."
C21 A single common,Room,6,IMG_20260918_113243.jpg,D:\data science\CNN\C21 A single common\IMG_20260918_113243.jpg,CLEAN,CLEAN,NEAT,Doorway with slippers kept at the side; floor clear of litter.,,NOT_CLEAN,LOW-MEDIUM,"A dried spill/residue patch with a small lid lies on the floor in the desk corner, and an empty crushed bottle, used tissue roll and wrapper are left on the desk. Small in scale - least certain room."
C21 A single common,Room,7,IMG_20260918_113250.jpg,D:\data science\CNN\C21 A single common\IMG_20260918_113250.jpg,NOT_CLEAN,DIRTY,NOT_NEAT,A dried spill/residue patch and a small lid lie on the floor in the desk corner and an empty bottle with a tissue roll is left on the desk - the corner has not been cleaned.,Grimy skirting - maintenance,NOT_CLEAN,LOW-MEDIUM,"A dried spill/residue patch with a small lid lies on the floor in the desk corner, and an empty crushed bottle, used tissue roll and wrapper are left on the desk. Small in scale - least certain room."
C21 B double attach,Room,1,C21 B double attach.jpg,D:\data science\CNN\C21 B double attach\C21 B double attach.jpg,CLEAN,CLEAN,NEAT,Helmet and suitcase stored on the wardrobe; floor clean and clear.,,CLEAN,MEDIUM-HIGH,"Floors clean in all frames, no waste or residue; clothes on hooks and beds, doormat and stored items reasonably arranged."
C21 B double attach,Room,2,IMG_20260918_113357.jpg,D:\data science\CNN\C21 B double attach\IMG_20260918_113357.jpg,CLEAN,CLEAN,NEAT,"Clothes on a wall hook, folded clothes on the bed, doormat in place; tiles clean with no waste.",Damp/mould at wall base - maintenance,CLEAN,MEDIUM-HIGH,"Floors clean in all frames, no waste or residue; clothes on hooks and beds, doormat and stored items reasonably arranged."
C21 B double attach,Room,3,IMG_20260918_113400.jpg,D:\data science\CNN\C21 B double attach\IMG_20260918_113400.jpg,CLEAN,CLEAN,NEAT,Two beds with bedding and folded clothes and a rug on the floor; no waste or dirt.,,CLEAN,MEDIUM-HIGH,"Floors clean in all frames, no waste or residue; clothes on hooks and beds, doormat and stored items reasonably arranged."
C21 B double attach,Room,4,IMG_20260918_113408.jpg,D:\data science\CNN\C21 B double attach\IMG_20260918_113408.jpg,CLEAN,CLEAN,NEAT,"Bed with pillows and clothes, cabinet and box beside it; floor clean.",,CLEAN,MEDIUM-HIGH,"Floors clean in all frames, no waste or residue; clothes on hooks and beds, doormat and stored items reasonably arranged."
C21 B double attach,Room,5,IMG_20260918_113413.jpg,D:\data science\CNN\C21 B double attach\IMG_20260918_113413.jpg,CLEAN,CLEAN,NEAT,"Desk with bottle, bag on the chair, stool stored under the desk.",,CLEAN,MEDIUM-HIGH,"Floors clean in all frames, no waste or residue; clothes on hooks and beds, doormat and stored items reasonably arranged."
C21 B double attach,Room,6,IMG_20260918_113416.jpg,D:\data science\CNN\C21 B double attach\IMG_20260918_113416.jpg,CLEAN,CLEAN,NEAT,Desk and wardrobe in order; floor clean with no debris.,,CLEAN,MEDIUM-HIGH,"Floors clean in all frames, no waste or residue; clothes on hooks and beds, doormat and stored items reasonably arranged."
C21 B double attach,Room,7,IMG_20260918_113422.jpg,D:\data science\CNN\C21 B double attach\IMG_20260918_113422.jpg,CLEAN,CLEAN,NEAT,"Wide view: beds and desk in use, floor clean and free of waste.",,CLEAN,MEDIUM-HIGH,"Floors clean in all frames, no waste or residue; clothes on hooks and beds, doormat and stored items reasonably arranged."
C21 B double attach,Room,8,IMG_20260918_113430.jpg,D:\data science\CNN\C21 B double attach\IMG_20260918_113430.jpg,CLEAN,CLEAN,NEAT,Bathroom doorway; tiles clean and clear of litter.,,CLEAN,MEDIUM-HIGH,"Floors clean in all frames, no waste or residue; clothes on hooks and beds, doormat and stored items reasonably arranged."
C21 B double attach,Room,9,IMG_20260918_113433.jpg,D:\data science\CNN\C21 B double attach\IMG_20260918_113433.jpg,CLEAN,CLEAN,NEAT,"Floor mat by the bed, clean tiles, nothing discarded.",,CLEAN,MEDIUM-HIGH,"Floors clean in all frames, no waste or residue; clothes on hooks and beds, doormat and stored items reasonably arranged."
C21 B double attach,Room,10,IMG_20260918_113438.jpg,D:\data science\CNN\C21 B double attach\IMG_20260918_113438.jpg,CLEAN,CLEAN,NEAT,Door with doormat and clothes hanging; floor clean.,Damp/peeling at wall base - maintenance,CLEAN,MEDIUM-HIGH,"Floors clean in all frames, no waste or residue; clothes on hooks and beds, doormat and stored items reasonably arranged."
C21 C double common,Kitchen,1,IMG_20260918_112605.jpg,D:\data science\CNN\C21 C double common\Kitchen\IMG_20260918_112605.jpg,NOT_CLEAN,CLEAN,NOT_NEAT,The appliance/fridge top is visibly soiled with brown residue and crumbs and has not been wiped; devices standing on it are stained too.,,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Kitchen,2,IMG_20260918_112611.jpg,D:\data science\CNN\C21 C double common\Kitchen\IMG_20260918_112611.jpg,CLEAN,CLEAN,NEAT,"Kitchen area clean with no visible residue or waste; counter vessels, dustbins and mat are normal household use and the floor is clean.",,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Kitchen,3,IMG_20260918_112616.jpg,D:\data science\CNN\C21 C double common\Kitchen\IMG_20260918_112616.jpg,NOT_CLEAN,CLEAN,NOT_NEAT,"Unwashed vessels - bowl with knife, cooker, plates, pan - left on the counter with visible crumbs and food residue across the slab.",,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Kitchen,4,IMG_20260918_112620.jpg,D:\data science\CNN\C21 C double common\Kitchen\IMG_20260918_112620.jpg,CLEAN,CLEAN,NEAT,"Clothes on a drying stand - normal common-area use, not dirt; floor tiles clean with no waste.",,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Kitchen,5,IMG_20260918_112629.jpg,D:\data science\CNN\C21 C double common\Kitchen\IMG_20260918_112629.jpg,CLEAN,CLEAN,NEAT,"Drying stand, shoe stand and footwear at the doorway; floor clean, nothing discarded.",,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Kitchen,6,IMG_20260918_112638.jpg,D:\data science\CNN\C21 C double common\Kitchen\IMG_20260918_112638.jpg,CLEAN,CLEAN,NEAT,Sink and counter reasonably clean with bottles and vessels in normal use; no food residue or waste on the floor.,"Broken/blackened plaster under the counter - maintenance, not housekeeping dirt",CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,1,C21 C double Common.jpg,D:\data science\CNN\C21 C double common\C21 C double Common.jpg,CLEAN,CLEAN,NEAT,Ironing board stored on the wardrobe and jeans over a chair; floor clean with no waste.,,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,2,IMG_20260918_112714.jpg,D:\data science\CNN\C21 C double common\IMG_20260918_112714.jpg,CLEAN,CLEAN,NEAT,"Bed with a storage box, chair and stool in place; tiles clean.",,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,3,IMG_20260918_112717.jpg,D:\data science\CNN\C21 C double common\IMG_20260918_112717.jpg,CLEAN,CLEAN,NEAT,"Bed and stool with clothes over it; floor clean, no debris.",,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,4,IMG_20260918_112720.jpg,D:\data science\CNN\C21 C double common\IMG_20260918_112720.jpg,CLEAN,CLEAN,NEAT,Bed with bedding and box and a side cabinet; no waste visible.,Damp wall patch - maintenance,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,5,IMG_20260918_112725.jpg,D:\data science\CNN\C21 C double common\IMG_20260918_112725.jpg,CLEAN,CLEAN,NEAT,Two beds with cabinets holding bottles and books; tiles clean.,Wall discolouration - maintenance,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,6,IMG_20260918_112727.jpg,D:\data science\CNN\C21 C double common\IMG_20260918_112727.jpg,CLEAN,CLEAN,NEAT,Bed with bedcover and cabinet with personal items; nothing discarded.,,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,7,IMG_20260918_112741.jpg,D:\data science\CNN\C21 C double common\IMG_20260918_112741.jpg,CLEAN,NOT_FULLY_VISIBLE,NEAT,Bed with quilt spread on it; no waste or dirt visible.,,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,8,IMG_20260918_112745.jpg,D:\data science\CNN\C21 C double common\IMG_20260918_112745.jpg,CLEAN,CLEAN,NEAT,"Beds, cabinets and a stored carton; floor clear of litter.",,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,9,IMG_20260918_112750.jpg,D:\data science\CNN\C21 C double common\IMG_20260918_112750.jpg,CLEAN,CLEAN,NEAT,Bed with folded clothes and footwear kept at the doorway; floor clean.,,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,10,IMG_20260918_112755.jpg,D:\data science\CNN\C21 C double common\IMG_20260918_112755.jpg,CLEAN,CLEAN,NEAT,"Desk with bottles and toiletries and a wardrobe; floor clean, no waste.",,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 C double common,Room,11,IMG_20260918_112759.jpg,D:\data science\CNN\C21 C double common\IMG_20260918_112759.jpg,CLEAN,CLEAN,NEAT,"Bed with bedcover, cabinet with books and bottles and a paper bag beside it; floor clean.",Dark marks on wall - maintenance,CLEAN,MEDIUM,"Room label set CLEAN per owner decision. All eleven bedroom frames and four of six kitchen/common frames are clean with belongings reasonably placed. NOTE: two kitchen frames (112605, 112616) show surface residue and unwashed vessels and stay NOT_CLEAN at image level; that is not propagated to the room label."
C21 D single attach,Room,1,C21 D single attach.jpg,D:\data science\CNN\C21 D single attach\C21 D single attach.jpg,CLEAN,NOT_FULLY_VISIBLE,NEAT,Wardrobe and wall; visible floor clear with nothing discarded.,,CLEAN,MEDIUM-HIGH,"Floors clean, no waste; heavy storage (racks, cartons, bottles) kept arranged rather than strewn."
C21 D single attach,Room,2,IMG_20260918_112920.jpg,D:\data science\CNN\C21 D single attach\IMG_20260918_112920.jpg,CLEAN,CLEAN,NEAT,Tiles clean and shiny with mat and drying stand; storage rack against the wall.,,CLEAN,MEDIUM-HIGH,"Floors clean, no waste; heavy storage (racks, cartons, bottles) kept arranged rather than strewn."
C21 D single attach,Room,3,IMG_20260918_112926.jpg,D:\data science\CNN\C21 D single attach\IMG_20260918_112926.jpg,CLEAN,CLEAN,NEAT,Desk with bottles and toiletries and cartons stacked on the rack; floor clean.,,CLEAN,MEDIUM-HIGH,"Floors clean, no waste; heavy storage (racks, cartons, bottles) kept arranged rather than strewn."
C21 D single attach,Room,4,IMG_20260918_112934.jpg,D:\data science\CNN\C21 D single attach\IMG_20260918_112934.jpg,CLEAN,CLEAN,NEAT,Bed with blanket and a rack with bottles beside it; no waste.,Wall stain - maintenance,CLEAN,MEDIUM-HIGH,"Floors clean, no waste; heavy storage (racks, cartons, bottles) kept arranged rather than strewn."
C21 D single attach,Room,5,IMG_20260918_112938.jpg,D:\data science\CNN\C21 D single attach\IMG_20260918_112938.jpg,CLEAN,CLEAN,NEAT,Desk with organised bottles and plate and cartons on the rack; floor clean with no litter.,Chipped desk panel - maintenance,CLEAN,MEDIUM-HIGH,"Floors clean, no waste; heavy storage (racks, cartons, bottles) kept arranged rather than strewn."
C21 D single attach,Room,6,IMG_20260918_112950.jpg,D:\data science\CNN\C21 D single attach\IMG_20260918_112950.jpg,CLEAN,CLEAN,NEAT,Storage rack with hangers and boxes kept in order; floor clean.,,CLEAN,MEDIUM-HIGH,"Floors clean, no waste; heavy storage (racks, cartons, bottles) kept arranged rather than strewn."
C21 D single attach,Room,7,IMG_20260918_112954.jpg,D:\data science\CNN\C21 D single attach\IMG_20260918_112954.jpg,CLEAN,CLEAN,NEAT,"Wardrobe and rack with a floor mat by the door and a cloth on the floor; tiles clean, no waste.",,CLEAN,MEDIUM-HIGH,"Floors clean, no waste; heavy storage (racks, cartons, bottles) kept arranged rather than strewn."
C21 D single attach,Room,8,IMG_20260918_113000.jpg,D:\data science\CNN\C21 D single attach\IMG_20260918_113000.jpg,CLEAN,NOT_FULLY_VISIBLE,NEAT,Bed corner with bottles on the cabinet; no residue or waste visible.,Damp stain - maintenance,CLEAN,MEDIUM-HIGH,"Floors clean, no waste; heavy storage (racks, cartons, bottles) kept arranged rather than strewn."
C31 B double attach,Room,1,C31 b double attach.jpg,D:\data science\CNN\C31 B double attach\C31 b double attach.jpg,NOT_CLEAN,CLEAN,NOT_NEAT,"Tiles are clean with no dirt or garbage, but cooking vessels, cables, a racket, bags and a bottle are piled directly on the floor in the corner with packaging and an empty wrapper on the table - the room looks untidy.",,NOT_CLEAN,MEDIUM,"Tiles are visibly clean with no garbage, but cookware, cables, bags, opened cartons and packaging are left around the floor and furniture in seven of eight frames."
C31 B double attach,Room,2,IMG_20260918_114321.jpg,D:\data science\CNN\C31 B double attach\IMG_20260918_114321.jpg,NOT_CLEAN,CLEAN,NOT_NEAT,"Opened carton with papers on the floor by the fridge, backpack dropped beside it, slippers loose and suitcase in the walkway; tiles themselves clean.",,NOT_CLEAN,MEDIUM,"Tiles are visibly clean with no garbage, but cookware, cables, bags, opened cartons and packaging are left around the floor and furniture in seven of eight frames."
C31 B double attach,Room,3,IMG_20260918_114326.jpg,D:\data science\CNN\C31 B double attach\IMG_20260918_114326.jpg,NOT_CLEAN,CLEAN,NOT_NEAT,"Bedding tangled across the bed, packaging carton on the table, bag pushed under it and slippers on the floor.",,NOT_CLEAN,MEDIUM,"Tiles are visibly clean with no garbage, but cookware, cables, bags, opened cartons and packaging are left around the floor and furniture in seven of eight frames."
C31 B double attach,Room,4,IMG_20260918_114331.jpg,D:\data science\CNN\C31 B double attach\IMG_20260918_114331.jpg,NOT_CLEAN,CLEAN,NOT_NEAT,"Bed unmade with bedding loose, opened package on the table and bags underneath; tiles clean but the room is visibly unarranged.",,NOT_CLEAN,MEDIUM,"Tiles are visibly clean with no garbage, but cookware, cables, bags, opened cartons and packaging are left around the floor and furniture in seven of eight frames."
C31 B double attach,Room,5,IMG_20260918_114344.jpg,D:\data science\CNN\C31 B double attach\IMG_20260918_114344.jpg,NOT_CLEAN,NOT_FULLY_VISIBLE,NOT_NEAT,"Bedding, clothes, a power strip and a plastic bag tangled together across the whole bed.",,NOT_CLEAN,MEDIUM,"Tiles are visibly clean with no garbage, but cookware, cables, bags, opened cartons and packaging are left around the floor and furniture in seven of eight frames."
C31 B double attach,Room,6,IMG_20260918_114348.jpg,D:\data science\CNN\C31 B double attach\IMG_20260918_114348.jpg,NOT_CLEAN,CLEAN,NOT_NEAT,"Torn shoe box and bottles on the wardrobes, vessels and cables piled on the floor and opened packaging on the ledge.",,NOT_CLEAN,MEDIUM,"Tiles are visibly clean with no garbage, but cookware, cables, bags, opened cartons and packaging are left around the floor and furniture in seven of eight frames."
C31 B double attach,Room,7,IMG_20260918_114351.jpg,D:\data science\CNN\C31 B double attach\IMG_20260918_114351.jpg,NOT_CLEAN,CLEAN,NOT_NEAT,"Floor tiles visibly clean, but the corner holds vessels, cables and a bag on the floor with a slipper mid-room and a cloth thrown over the bed.",,NOT_CLEAN,MEDIUM,"Tiles are visibly clean with no garbage, but cookware, cables, bags, opened cartons and packaging are left around the floor and furniture in seven of eight frames."
C31 B double attach,Room,8,IMG_20260918_114356.jpg,D:\data science\CNN\C31 B double attach\IMG_20260918_114356.jpg,CLEAN,CLEAN,NEAT,"Clean tiles with a suitcase stood against the wall, coat on the door and folded bedding - belongings reasonably placed, no waste.",,NOT_CLEAN,MEDIUM,"Tiles are visibly clean with no garbage, but cookware, cables, bags, opened cartons and packaging are left around the floor and furniture in seven of eight frames."
C31 C double Common,Room,1,C31 c double common.jpg,D:\data science\CNN\C31 C double Common\C31 c double common.jpg,UNCERTAIN,NOT_VISIBLE,NOT_ASSESSABLE,"Blank wall, door edge and mirror frame only; almost no floor or living area is shown, so cleanliness cannot be assessed.",Brown staining at wall base - maintenance,CLEAN,MEDIUM-HIGH,"Floors clean in every assessable frame, no waste or residue; clothes on beds, bags and shoes reasonably placed. One wall-only frame lacks evidence and is UNCERTAIN at image level."
C31 C double Common,Room,2,IMG_20260918_113835.jpg,D:\data science\CNN\C31 C double Common\IMG_20260918_113835.jpg,CLEAN,CLEAN,NEAT,"Tiles clean with no housekeeping dirt or waste; suitcase stood upright, clothes on the bed and shoes together - reasonably arranged.",,CLEAN,MEDIUM-HIGH,"Floors clean in every assessable frame, no waste or residue; clothes on beds, bags and shoes reasonably placed. One wall-only frame lacks evidence and is UNCERTAIN at image level."
C31 C double Common,Room,3,IMG_20260918_113838.jpg,D:\data science\CNN\C31 C double Common\IMG_20260918_113838.jpg,CLEAN,CLEAN,NEAT,Floor tiles clean and no garbage; clothes on the bed with backpack and slippers beside it are normal belongings reasonably placed.,,CLEAN,MEDIUM-HIGH,"Floors clean in every assessable frame, no waste or residue; clothes on beds, bags and shoes reasonably placed. One wall-only frame lacks evidence and is UNCERTAIN at image level."
C31 C double Common,Room,4,IMG_20260918_113846.jpg,D:\data science\CNN\C31 C double Common\IMG_20260918_113846.jpg,CLEAN,CLEAN,NEAT,One pile of clothes on the mattress; floor clean and empty with nothing discarded.,,CLEAN,MEDIUM-HIGH,"Floors clean in every assessable frame, no waste or residue; clothes on beds, bags and shoes reasonably placed. One wall-only frame lacks evidence and is UNCERTAIN at image level."
C31 C double Common,Room,5,IMG_20260918_113854.jpg,D:\data science\CNN\C31 C double Common\IMG_20260918_113854.jpg,CLEAN,CLEAN,NEAT,A few garments on the mattress and a closed cabinet; floor clean.,,CLEAN,MEDIUM-HIGH,"Floors clean in every assessable frame, no waste or residue; clothes on beds, bags and shoes reasonably placed. One wall-only frame lacks evidence and is UNCERTAIN at image level."
C31 C double Common,Room,6,IMG_20260918_113857.jpg,D:\data science\CNN\C31 C double Common\IMG_20260918_113857.jpg,CLEAN,CLEAN,NEAT,Bare mattress and open doorway; tiles clean and clear.,,CLEAN,MEDIUM-HIGH,"Floors clean in every assessable frame, no waste or residue; clothes on beds, bags and shoes reasonably placed. One wall-only frame lacks evidence and is UNCERTAIN at image level."
C31 C double Common,Room,7,IMG_20260918_113901.jpg,D:\data science\CNN\C31 C double Common\IMG_20260918_113901.jpg,CLEAN,CLEAN,NEAT,"Blanket and clothes on the bed, snack packet and papers on the cabinet, backpack beside it; no waste on the floor and no residue.",Wall marks - maintenance,CLEAN,MEDIUM-HIGH,"Floors clean in every assessable frame, no waste or residue; clothes on beds, bags and shoes reasonably placed. One wall-only frame lacks evidence and is UNCERTAIN at image level."
C31 C double Common,Room,8,IMG_20260918_113909.jpg,D:\data science\CNN\C31 C double Common\IMG_20260918_113909.jpg,CLEAN,CLEAN,NEAT,"Desk with laptop, suitcase and shoes by the wardrobe and clothes on hooks; tiles clean.",,CLEAN,MEDIUM-HIGH,"Floors clean in every assessable frame, no waste or residue; clothes on beds, bags and shoes reasonably placed. One wall-only frame lacks evidence and is UNCERTAIN at image level."
C31 C double Common,Room,9,IMG_20260918_113912.jpg,D:\data science\CNN\C31 C double Common\IMG_20260918_113912.jpg,CLEAN,CLEAN,NEAT,"Study corner with laptop and bottle, clothes hanging and luggage below; nothing discarded.",,CLEAN,MEDIUM-HIGH,"Floors clean in every assessable frame, no waste or residue; clothes on beds, bags and shoes reasonably placed. One wall-only frame lacks evidence and is UNCERTAIN at image level."
C31 D single attach,Room,1,C31 D single attach.jpg,D:\data science\CNN\C31 D single attach\C31 D single attach.jpg,UNCERTAIN,NOT_VISIBLE,NOT_ASSESSABLE,"Only a wall, hook, coat and switchboard are shown; no floor or room area, so cleanliness cannot be judged from this image.",Loose ceiling wire - maintenance,CLEAN,MEDIUM-HIGH,"Floors clean and clear, no waste or residue; belongings reasonably placed. Two wall-only frames lack evidence and are UNCERTAIN at image level."
C31 D single attach,Room,2,IMG_20260918_114047.jpg,D:\data science\CNN\C31 D single attach\IMG_20260918_114047.jpg,CLEAN,CLEAN,NEAT,Tiles clean and reflective with wardrobe and fridge against the wall; nothing discarded.,,CLEAN,MEDIUM-HIGH,"Floors clean and clear, no waste or residue; belongings reasonably placed. Two wall-only frames lack evidence and are UNCERTAIN at image level."
C31 D single attach,Room,3,IMG_20260918_114050.jpg,D:\data science\CNN\C31 D single attach\IMG_20260918_114050.jpg,CLEAN,CLEAN,NEAT,Clean shiny floor with doormat; no litter or residue.,,CLEAN,MEDIUM-HIGH,"Floors clean and clear, no waste or residue; belongings reasonably placed. Two wall-only frames lack evidence and are UNCERTAIN at image level."
C31 D single attach,Room,4,IMG_20260918_114054.jpg,D:\data science\CNN\C31 D single attach\IMG_20260918_114054.jpg,CLEAN,CLEAN,NEAT,"Table with iron, bottles and a snack packet and a towel over the chair; floor clean with no waste.",,CLEAN,MEDIUM-HIGH,"Floors clean and clear, no waste or residue; belongings reasonably placed. Two wall-only frames lack evidence and are UNCERTAIN at image level."
C31 D single attach,Room,5,IMG_20260918_114058.jpg,D:\data science\CNN\C31 D single attach\IMG_20260918_114058.jpg,CLEAN,NOT_FULLY_VISIBLE,NEAT,Bed with pillows and bedcover and a coat on the hook; nothing dirty or discarded.,,CLEAN,MEDIUM-HIGH,"Floors clean and clear, no waste or residue; belongings reasonably placed. Two wall-only frames lack evidence and are UNCERTAIN at image level."
C31 D single attach,Room,6,IMG_20260918_114101.jpg,D:\data science\CNN\C31 D single attach\IMG_20260918_114101.jpg,UNCERTAIN,NOT_VISIBLE,NOT_ASSESSABLE,"Wall, hook and coat only; no floor or belongings visible, so there is not enough evidence to assess cleanliness.",,CLEAN,MEDIUM-HIGH,"Floors clean and clear, no waste or residue; belongings reasonably placed. Two wall-only frames lack evidence and are UNCERTAIN at image level."
C31 D single attach,Room,7,IMG_20260918_114111.jpg,D:\data science\CNN\C31 D single attach\IMG_20260918_114111.jpg,CLEAN,CLEAN,NEAT,Wardrobe and cabinet; tiles clean and clear.,,CLEAN,MEDIUM-HIGH,"Floors clean and clear, no waste or residue; belongings reasonably placed. Two wall-only frames lack evidence and are UNCERTAIN at image level."
C31 D single attach,Room,8,IMG_20260918_114115.jpg,D:\data science\CNN\C31 D single attach\IMG_20260918_114115.jpg,CLEAN,CLEAN,NEAT,Door area with doormat; floor clean with no litter.,Peeling/damp at wall base - maintenance,CLEAN,MEDIUM-HIGH,"Floors clean and clear, no waste or residue; belongings reasonably placed. Two wall-only frames lack evidence and are UNCERTAIN at image level."
C31 D single attach,Room,9,IMG_20260918_114120.jpg,D:\data science\CNN\C31 D single attach\IMG_20260918_114120.jpg,CLEAN,CLEAN,NEAT,"Bed with clothes, towel, bottle, comb and remote - normal belongings; floor clean with no waste.",,CLEAN,MEDIUM-HIGH,"Floors clean and clear, no waste or residue; belongings reasonably placed. Two wall-only frames lack evidence and are UNCERTAIN at image level."
